Function	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_rest	category	Significance	pvalue
peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]	0	1	1	NA	K04794	GC_00000193	1	KOfam	No	0
abhydrolase domain-containing protein 14	0	1	1	NA	K13706	GC_00000192, GC_00000666	1	KOfam	No	0
D-aminoacyl-tRNA deacylase [EC:3.1.1.96]	0	1	1	NA	K09716	GC_00000327	1	KOfam	No	0
mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	0	1	1	NA	K00966	GC_00000701	1	KOfam	No	0
sulfur-carrier protein	0	1	1	NA	K03636	GC_00000597, GC_00003340	1	KOfam	No	0
3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	0	1	1	NA	K03856	GC_00000484	1	KOfam	No	0
preprotein translocase subunit SecY	0	1	1	NA	K03076	GC_00000124	1	KOfam	No	0
DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	0	1	1	NA	K03657	GC_00000433, GC_00001492, GC_00003619, GC_00004210	1	KOfam	No	0
membrane-associated protein	0	1	1	NA	K03975	GC_00000611	1	KOfam	No	0
phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]	0	1	1	NA	K23265	GC_00000581	1	KOfam	No	0
large subunit ribosomal protein L6	0	1	1	NA	K02933	GC_00000536	1	KOfam	No	0
acyl-CoA dehydrogenase [EC:1.3.8.7]	0	1	1	NA	K00249	GC_00000233, GC_00000922, GC_00001136, GC_00002129, GC_00002529	1	KOfam	No	0
cytochrome P450 family 109 [EC:1.14.-.-]	0	1	1	NA	K23138	GC_00000325	1	KOfam	No	0
adenosylcobyric acid synthase [EC:6.3.5.10]	0	1	1	NA	K02232	GC_00000201	1	KOfam	No	0
prephenate dehydratase [EC:4.2.1.51]	0	1	1	NA	K04518	GC_00000676	1	KOfam	No	0
cation:H+ antiporter	0	1	1	NA	K07301	GC_00000645, GC_00003764	1	KOfam	No	0
precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]	0	1	1	NA	K06042	GC_00000068	1	KOfam	No	0
uracil-DNA glycosylase [EC:3.2.2.27]	0	1	1	NA	K21929	GC_00000189, GC_00000740	1	KOfam	No	0
tritrans,polycis-undecaprenyl-diphosphate synthase [geranylgeranyl-diphosphate specific] [EC:2.5.1.89]	0	1	1	NA	K15888	GC_00000112	1	KOfam	No	0
hydrogenase-4 component E [EC:1.-.-.-]	0	1	1	NA	K12140	GC_00000727	1	KOfam	No	0
molecular chaperone DnaK	0	1	1	NA	K04043	GC_00000167	1	KOfam	No	0
large subunit ribosomal protein L21e	0	1	1	NA	K02889	GC_00000507	1	KOfam	No	0
tRNA/rRNA methyltransferase [EC:2.1.1.-]	0	1	1	NA	K02533	GC_00000587	1	KOfam	No	0
thiamine-monophosphate kinase [EC:2.7.4.16]	0	1	1	NA	K00946	GC_00000629	1	KOfam	No	0
arginyl-tRNA synthetase [EC:6.1.1.19]	0	1	1	NA	K01887	GC_00000503	1	KOfam	No	0
methionyl-tRNA synthetase [EC:6.1.1.10]	0	1	1	NA	K01874	GC_00000095	1	KOfam	No	0
alpha-amylase [EC:3.2.1.1]	0	1	1	NA	K07405	GC_00000423	1	KOfam	No	0
hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]	0	1	1	NA	K00054	GC_00000526	1	KOfam	No	0
ribonuclease Z [EC:3.1.26.11]	0	1	1	NA	K00784	GC_00000212, GC_00001151, GC_00001240	1	KOfam	No	0
tRNA-binding protein	0	1	1	NA	K06878	GC_00000491	1	KOfam	No	0
[amino group carrier protein]-lysine/ornithine hydrolase [EC:3.5.1.130 3.5.1.132]	0	1	1	NA	K05831	GC_00000249	1	KOfam	No	0
large subunit ribosomal protein L15e	0	1	1	NA	K02877	GC_00000459	1	KOfam	No	0
lipoyl(octanoyl) transferase [EC:2.3.1.181]	0	1	1	NA	K03801	GC_00000490, GC_00000650	1	KOfam	No	0
phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	0	1	1	NA	K00602	GC_00000096	1	KOfam	No	0
7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]	0	1	1	NA	K10026	GC_00000256	1	KOfam	No	0
aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]	0	1	1	NA	K03519	GC_00000639	1	KOfam	No	0
methanogen homoisocitrate dehydrogenase [EC:1.1.1.87 1.1.1.-]	0	1	1	NA	K10978	GC_00000677	1	KOfam	No	0
cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	0	1	1	NA	K00425	GC_00000020	1	KOfam	No	0
V/A-type H+/Na+-transporting ATPase subunit F	0	1	1	NA	K02122	GC_00000407	1	KOfam	No	0
DNA-directed RNA polymerase subunit N [EC:2.7.7.6]	0	1	1	NA	K03058	GC_00000463	1	KOfam	No	0
hydrogenase expression/formation protein HypE	0	1	1	NA	K04655	GC_00000547	1	KOfam	No	0
DNA polymerase II small subunit [EC:2.7.7.7]	0	1	1	NA	K02323	GC_00000772	1	KOfam	No	0
adenosylcobinamide-phosphate synthase [EC:6.3.1.10]	0	1	1	NA	K02227	GC_00000132	1	KOfam	No	0
acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	0	1	1	NA	K00626	GC_00000090, GC_00000774, GC_00001000, GC_00001317	1	KOfam	No	0
3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	0	1	1	NA	K01703	GC_00000289, GC_00000530	1	KOfam	No	0
DNA replication factor GINS	0	1	1	NA	K09723	GC_00000968, GC_00003065, GC_00004410	1	KOfam	No	0
putative nucleotide binding protein	0	1	1	NA	K07572	GC_00000555	1	KOfam	No	0
threonyl-tRNA synthetase [EC:6.1.1.3]	0	1	1	NA	K01868	GC_00000121	1	KOfam	No	0
pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]	0	1	1	NA	K06215	GC_00000553	1	KOfam	No	0
dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]	0	1	1	NA	K17828	GC_00000633	1	KOfam	No	0
glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]	0	1	1	NA	K00603	GC_00000417	1	KOfam	No	0
misacylated tRNA(Ala) deacylase [EC:3.1.1.-]	0	1	1	NA	K07050	GC_00000765	1	KOfam	No	0
precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]	0	1	1	NA	K02304	GC_00001368, GC_00001936, GC_00002866	1	KOfam	No	0
spermidine synthase [EC:2.5.1.16]	0	1	1	NA	K00797	GC_00000572	1	KOfam	No	0
bifunctional N6-L-threonylcarbamoyladenine synthase / protein kinase Bud32 [EC:2.3.1.234 2.7.11.1]	0	1	1	NA	K15904	GC_00000481	1	KOfam	No	0
dTMP kinase [EC:2.7.4.9]	0	1	1	NA	K00943	GC_00000331, GC_00002171	1	KOfam	No	0
malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	0	1	1	NA	K00027	GC_00000634	1	KOfam	No	0
tRNA pseudouridine13 synthase [EC:5.4.99.27]	0	1	1	NA	K06176	GC_00000673	1	KOfam	No	0
glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]	0	1	1	NA	K15916	GC_00000560	1	KOfam	No	0
putative drug exporter of the RND superfamily	0	1	1	NA	K06994	GC_00000321, GC_00001489, GC_00002560	1	KOfam	No	0
small subunit ribosomal protein S13	0	1	1	NA	K02952	GC_00000614	1	KOfam	No	0
GTP cyclohydrolase IA [EC:3.5.4.16]	0	1	1	NA	K01495	GC_00000320	1	KOfam	No	0
MFS transporter, putative metabolite transport protein	0	1	1	NA	K08368	GC_00000263, GC_00000264, GC_00000349, GC_00000883, GC_00001216, GC_00001271, GC_00001272, GC_00001954, GC_00002464	1	KOfam	No	0
D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]	0	1	1	NA	K07031	GC_00000084, GC_00000586	1	KOfam	No	0
phage shock protein E	0	1	1	NA	K03972	GC_00000113	1	KOfam	No	0
ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	0	1	1	NA	K21567	GC_00000477	1	KOfam	No	0
adenylate kinase [EC:2.7.4.3]	0	1	1	NA	K18532	GC_00000083	1	KOfam	No	0
threonine synthase [EC:4.2.3.1]	0	1	1	NA	K01733	GC_00000278, GC_00000778, GC_00000782	1	KOfam	No	0
pyruvate, water dikinase [EC:2.7.9.2]	0	1	1	NA	K01007	GC_00000155	1	KOfam	No	0
signal peptidase I [EC:3.4.21.89]	0	1	1	NA	K13280	GC_00001089, GC_00001612, GC_00002015, GC_00003274, GC_00003402, GC_00004593	1	KOfam	No	0
5'-nucleotidase [EC:3.1.3.5]	0	1	1	NA	K03787	GC_00000039	1	KOfam	No	0
anthranilate phosphoribosyltransferase [EC:2.4.2.18]	0	1	1	NA	K00766	GC_00000623	1	KOfam	No	0
shikimate dehydrogenase [EC:1.1.1.25]	0	1	1	NA	K00014	GC_00000542	1	KOfam	No	0
sec-independent protein translocase protein TatC	0	1	1	NA	K03118	GC_00000708, GC_00003871	1	KOfam	No	0
aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	0	1	1	NA	K00133	GC_00000711	1	KOfam	No	0
dihydrolipoamide dehydrogenase [EC:1.8.1.4]	0	1	1	NA	K00382	GC_00000723, GC_00001022	1	KOfam	No	0
DNA topoisomerase I [EC:5.6.2.1]	0	1	1	NA	K03168	GC_00000675	1	KOfam	No	0
octaprenyl-diphosphate synthase [EC:2.5.1.90]	0	1	1	NA	K02523	GC_00000171	1	KOfam	No	0
hydrogenase-4 component F [EC:1.-.-.-]	0	1	1	NA	K12141	GC_00000361	1	KOfam	No	0
exosome complex component RRP41	0	1	1	NA	K11600	GC_00000624	1	KOfam	No	0
cobaltochelatase CobN [EC:6.6.1.2]	0	1	1	NA	K02230	GC_00000275	1	KOfam	No	0
archaeal chaperonin	0	1	1	NA	K22447	GC_00000018	1	KOfam	No	0
nucleoside-diphosphate kinase [EC:2.7.4.6]	0	1	1	NA	K00940	GC_00000519	1	KOfam	No	0
DNA primase large subunit	0	1	1	NA	K18882	GC_00000421	1	KOfam	No	0
orotate phosphoribosyltransferase [EC:2.4.2.10]	0	1	1	NA	K00762	GC_00000944, GC_00001139	1	KOfam	No	0
acyl-coenzyme A thioesterase 13 [EC:3.1.2.-]	0	1	1	NA	K17362	GC_00000071	1	KOfam	No	0
aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]	0	1	1	NA	K03518	GC_00000227	1	KOfam	No	0
large subunit ribosomal protein L37Ae	0	1	1	NA	K02921	GC_00000554	1	KOfam	No	0
transposase, IS5 family	0	1	1	NA	K07481	GC_00000007, GC_00001976	1	KOfam	No	0
ATP-binding cassette, subfamily B, bacterial	0	1	1	NA	K06147	GC_00000242	1	KOfam	No	0
Xaa-Pro dipeptidase [EC:3.4.13.9]	0	1	1	NA	K01271	GC_00000617	1	KOfam	No	0
ribosome maturation protein SDO1	0	1	1	NA	K14574	GC_00000324	1	KOfam	No	0
ribonuclease P protein subunit RPR2 [EC:3.1.26.5]	0	1	1	NA	K03540	GC_00000571	1	KOfam	No	0
thermopsin [EC:3.4.23.42]	0	1	1	NA	K01385	GC_00001289, GC_00001455, GC_00001617, GC_00001970, GC_00002022, GC_00003360, GC_00004140	1	KOfam	No	0
4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	0	1	1	NA	K01607	GC_00000019	1	KOfam	No	0
4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	0	1	1	NA	K03179	GC_00000694, GC_00001077	1	KOfam	No	0
GTP cyclohydrolase II [EC:3.5.4.25]	0	1	1	NA	K01497	GC_00000605	1	KOfam	No	0
dihydropteroate synthase [EC:2.5.1.15]	0	1	1	NA	K00796	GC_00000505	1	KOfam	No	0
DNA polymerase, archaea type [EC:2.7.7.7]	0	1	1	NA	K02319	GC_00000698	1	KOfam	No	0
histidyl-tRNA synthetase [EC:6.1.1.21]	0	1	1	NA	K01892	GC_00000558	1	KOfam	No	0
type IV pilus assembly protein PilF	0	1	1	NA	K02656	GC_00000722	1	KOfam	No	0
fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2]	0	1	1	NA	K16171	GC_00000285	1	KOfam	No	0
ATP-dependent Lon protease [EC:3.4.21.53]	0	1	1	NA	K04076	GC_00000575	1	KOfam	No	0
phosphoglycolate phosphatase [EC:3.1.3.18]	0	1	1	NA	K01091	GC_00000058, GC_00000489, GC_00001232	1	KOfam	No	0
dihydroxy-acid dehydratase [EC:4.2.1.9]	0	1	1	NA	K01687	GC_00000262	1	KOfam	No	0
purine nucleosidase [EC:3.2.2.1]	0	1	1	NA	K01239	GC_00001327, GC_00001906, GC_00001960, GC_00002013, GC_00003591	1	KOfam	No	0
glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	0	1	1	NA	K01126	GC_00000114, GC_00001852, GC_00004284	1	KOfam	No	0
dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	0	1	1	NA	K11754	GC_00000651	1	KOfam	No	0
V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]	0	1	1	NA	K02117	GC_00000259	1	KOfam	No	0
enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35]	0	1	1	NA	K15016	GC_00000118	1	KOfam	No	0
large subunit ribosomal protein L5	0	1	1	NA	K02931	GC_00000376	1	KOfam	No	0
uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	0	1	1	NA	K02303	GC_00000224	1	KOfam	No	0
L-fuculose-phosphate aldolase [EC:4.1.2.17]	0	1	1	NA	K01628	GC_00000504	1	KOfam	No	0
succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	0	1	1	NA	K00239	GC_00000238, GC_00003791	1	KOfam	No	0
5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	0	1	1	NA	K00549	GC_00000767	1	KOfam	No	0
pyridoxal 5'-phosphate synthase pdxT subunit [EC:4.3.3.6]	0	1	1	NA	K08681	GC_00000610	1	KOfam	No	0
trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]	0	1	1	NA	K00697	GC_00000252	1	KOfam	No	0
transcription initiation factor TFIID TATA-box-binding protein	0	1	1	NA	K03120	GC_00000339	1	KOfam	No	0
DNA-directed RNA polymerase subunit F [EC:2.7.7.6]	0	1	1	NA	K03051	GC_00000593	1	KOfam	No	0
thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	0	1	1	NA	K00788	GC_00000074	1	KOfam	No	0
TatD-related deoxyribonuclease	0	1	1	NA	K07049	GC_00000739	1	KOfam	No	0
phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	0	1	1	NA	K01890	GC_00000284	1	KOfam	No	0
molybdopterin molybdotransferase [EC:2.10.1.1]	0	1	1	NA	K03750	GC_00000053, GC_00000088, GC_00003292	1	KOfam	No	0
gluconolactonase [EC:3.1.1.17]	0	1	1	NA	K01053	GC_00000358	1	KOfam	No	0
cystathionine gamma-synthase [EC:2.5.1.48]	0	1	1	NA	K01739	GC_00000386	1	KOfam	No	0
